AoA,CL,CD
-5.0,-0.4397,0.06324
-4.5,-0.4086,0.05256
-4.0,-0.3701,0.0447
-3.5,-0.3343,0.03907
-3.0,-0.2861,0.03373
-2.5,-0.2356,0.0301
-2.0,-0.1807,0.02616
-1.5,-0.077,0.02187
-1.0,-0.0409,0.02223
-0.5,-0.005,0.02272
0.0,0.0305,0.02334
0.5,0.0657,0.02412
1.0,0.1003,0.02504
1.5,0.1342,0.02615
2.0,0.1672,0.02745
2.5,0.199,0.02898
3.0,0.2293,0.03078
3.5,0.2577,0.03289
4.0,0.2843,0.03537
4.5,0.3089,0.03824
5.0,0.4361,0.04446
5.5,0.5398,0.0489
6.5,0.7165,0.05294
7.0,0.9377,0.03967
7.5,0.969,0.04365
8.0,0.9957,0.05028
8.5,1.006,0.05852
9.0,1.0094,0.0665
9.5,0.9851,0.07644
10.0,0.9537,0.08685
10.5,0.8619,0.10474
11.0,0.8534,0.11683
11.5,0.7432,0.14487
12.0,0.7743,0.16033
12.5,0.7756,0.17238
13.0,0.7495,0.1663
13.5,0.8067,0.19204
14.0,0.7914,0.18618
14.5,0.7911,0.19181
15.0,0.8441,0.21544
