AoA,CL,CD
-5.0,-0.376,0.07597
-4.5,-0.3559,0.06785
-4.0,-0.3384,0.06035
-3.5,-0.2921,0.05192
-3.0,-0.2381,0.04467
-2.5,-0.1753,0.03887
-2.0,-0.1331,0.03312
-1.0,-0.0183,0.02725
-0.5,0.0234,0.02791
0.0,0.0632,0.02879
0.5,0.1013,0.02989
1.0,0.1377,0.03125
1.5,0.1727,0.03287
2.0,0.2055,0.0348
2.5,0.2364,0.03706
3.0,0.2655,0.03967
3.5,0.2931,0.04264
4.0,0.3189,0.04599
4.5,0.3433,0.0497
5.0,0.3662,0.05375
5.5,0.3879,0.05816
6.0,0.4088,0.0629
6.5,0.5158,0.07303
7.0,0.5292,0.079
7.5,0.5433,0.0847
8.0,0.4865,0.08538
8.5,0.5051,0.09168
9.0,0.529,0.09881
9.5,0.5772,0.10849
10.0,0.617,0.11769
10.5,0.6782,0.13323
11.0,0.707,0.14229
11.5,0.7184,0.14605
12.0,0.752,0.15782
12.5,0.7836,0.16876
13.0,0.7882,0.17062
13.5,0.8012,0.17642
14.0,0.8296,0.19163
14.5,0.8759,0.21545
15.0,0.8561,0.20421
