AoA,CL,CD
-5.0,-0.3129,0.09527
-4.5,-0.2853,0.09028
-4.0,-0.2353,0.0823
-3.5,-0.161,0.07683
-3.0,-0.1348,0.07871
-2.5,-0.123,0.06224
-2.0,-0.0863,0.05919
-1.5,-0.0635,0.05349
-1.0,-0.0563,0.04941
-0.5,-0.0665,0.0451
0.0,-0.0647,0.04046
0.5,-0.0287,0.03873
1.5,0.5131,0.0444
2.0,0.6101,0.04452
2.5,0.7219,0.04416
3.0,0.8633,0.04482
3.5,0.8977,0.04482
