AoA,CL,CD
-4.5,-0.3749,0.09497
-4.0,-0.4013,0.09016
-3.5,-0.4175,0.08541
-3.0,-0.4117,0.07897
-2.5,-0.3986,0.07239
-2.0,-0.362,0.06568
-1.5,-0.3276,0.06044
-1.0,-0.29,0.05478
-0.5,-0.2572,0.04992
0.0,-0.1277,0.04501
0.5,0.0206,0.04682
1.0,0.0897,0.04917
1.5,0.1402,0.05152
2.0,0.1847,0.054
2.5,0.2259,0.05665
3.0,0.2648,0.05948
3.5,0.3013,0.0625
4.0,0.3365,0.06575
4.5,0.3698,0.06921
5.0,0.402,0.07291
5.5,0.4326,0.07684
6.0,0.4618,0.08102
6.5,0.4896,0.08548
7.0,0.5161,0.09018
7.5,0.5413,0.09517
8.0,0.5651,0.10042
8.5,0.5877,0.10598
9.0,0.6092,0.1118
9.5,0.6298,0.11792
10.0,0.6496,0.12434
10.5,0.6686,0.13099
11.0,0.687,0.13788
11.5,0.705,0.14501
12.0,0.7277,0.15276
12.5,0.7688,0.16282
13.0,0.8157,0.17929
13.5,0.831,0.18353
14.0,0.8521,0.19057
14.5,0.8834,0.20536
15.0,0.9043,0.2134
