AoA,CL,CD
-5.0,-0.4125,0.11543
-4.5,-0.4179,0.11138
-4.0,-0.4108,0.10743
-3.5,-0.365,0.10235
-3.0,-0.3563,0.0944
-2.5,-0.248,0.0898
-2.0,-0.2305,0.08253
-1.5,-0.1408,0.07805
0.5,0.3212,0.05231
1.0,0.3566,0.05168
1.5,0.4438,0.05062
2.0,0.4743,0.0509
2.5,0.5753,0.04924
3.0,0.5941,0.05095
3.5,0.633,0.05293
4.0,0.707,0.05331
4.5,0.726,0.0559
5.0,0.8231,0.05489
5.5,0.8337,0.05779
6.5,0.9506,0.05818
7.5,1.0715,0.05682
9.0,1.121,0.06598
9.5,1.2398,0.05687
10.0,1.4673,0.04053
10.5,1.5169,0.04019
11.0,1.5506,0.04109
11.5,1.5773,0.04267
12.0,1.5958,0.04476
12.5,1.6134,0.0474
13.0,1.6281,0.05036
13.5,1.6425,0.05352
14.0,1.6634,0.05678
14.5,1.6227,0.06408
15.0,1.6259,0.06883
