AoA,CL,CD
-5.0,-0.398,0.07571
-4.5,-0.3812,0.06763
-4.0,-0.3647,0.05814
-3.5,-0.326,0.04996
-3.0,-0.2735,0.04462
-2.5,-0.2249,0.03889
-2.0,-0.1833,0.03647
-1.5,-0.1298,0.03256
-0.5,-0.0445,0.02901
0.0,-0.0069,0.03035
0.5,0.0298,0.03184
1.0,0.0658,0.0335
1.5,0.1008,0.03535
2.0,0.1354,0.03737
2.5,0.1691,0.03957
3.0,0.2019,0.04194
3.5,0.2339,0.04449
4.0,0.2648,0.04724
4.5,0.2947,0.05018
5.0,0.3235,0.05336
5.5,0.3512,0.05676
6.0,0.3773,0.06046
6.5,0.4023,0.06451
7.0,0.4259,0.06901
7.5,0.4488,0.07385
8.0,0.5095,0.08199
8.5,0.5939,0.09393
9.0,0.658,0.10464
9.5,0.6601,0.10671
10.0,0.7906,0.10881
10.5,0.8345,0.11315
11.0,0.8321,0.12129
11.5,0.8496,0.12765
12.0,0.8697,0.1363
12.5,0.8557,0.14745
13.0,0.8348,0.1581
13.5,0.8123,0.1697
14.0,0.8249,0.17843
15.0,0.8701,0.20583
