AoA,CL,CD
-5.0,-0.2435,0.13657
-4.5,-0.2829,0.13999
-4.0,-0.3235,0.14504
-3.5,-0.2673,0.13492
-3.0,-0.2281,0.13257
-2.5,-0.2041,0.12886
-2.0,-0.1814,0.1236
-1.5,-0.17,0.12455
-1.0,-0.1741,0.1192
-0.5,-0.1516,0.12005
0.0,-0.1507,0.11442
1.0,-0.275,0.11379
1.5,-0.2542,0.11065
2.0,-0.2339,0.10854
3.5,-0.2561,0.096
4.0,-0.2301,0.09186
4.5,0.6325,0.12011
5.0,0.6402,0.12161
5.5,0.6953,0.12779
6.0,0.7659,0.13443
6.5,0.8427,0.1449
7.0,0.8851,0.15139
7.5,0.909,0.15519
8.0,0.9353,0.15988
8.5,0.9619,0.16587
9.0,1.023,0.17965
9.5,1.0299,0.17941
10.0,1.0401,0.18229
10.5,1.109,0.20291
11.0,1.0991,0.19653
11.5,1.1092,0.2003
12.0,1.1588,0.21577
12.5,1.1486,0.21268
13.0,1.2004,0.23337
13.5,1.1861,0.22674
14.0,1.2236,0.24402
14.5,1.2229,0.24261
15.0,1.2558,0.26137
