AoA,CL,CD
-5.0,-0.4127,0.06846
-4.5,-0.3966,0.06034
-4.0,-0.3662,0.0523
-3.5,-0.3444,0.04642
-3.0,-0.3152,0.04004
-2.5,-0.1381,0.02934
-2.0,-0.1061,0.02907
-1.5,-0.0693,0.0291
-1.0,-0.031,0.02934
-0.5,0.0076,0.02975
0.0,0.0461,0.03032
0.5,0.0839,0.03108
1.0,0.1208,0.03203
1.5,0.1565,0.0332
2.0,0.1907,0.03461
2.5,0.2233,0.0363
3.0,0.2543,0.03828
3.5,0.2836,0.04062
4.0,0.3105,0.04332
4.5,0.3359,0.04644
5.0,0.3594,0.04996
5.5,0.381,0.05395
6.0,0.4013,0.05836
6.5,0.4201,0.06324
7.0,0.4382,0.06849
7.5,0.4553,0.07412
8.0,0.4719,0.08009
8.5,0.4878,0.08639
9.0,0.5036,0.09297
9.5,0.5195,0.09989
10.0,0.5351,0.10702
10.5,0.551,0.11423
11.0,0.5671,0.12164
11.5,0.5995,0.13172
12.0,0.6497,0.14476
12.5,0.6988,0.16267
13.0,0.7193,0.1679
13.5,0.7368,0.17573
14.0,0.7567,0.18517
14.5,0.7816,0.19481
15.0,0.7995,0.20423
