AoA,CL,CD
-5.0,-0.1152,0.10327
-4.5,-0.1702,0.10397
-4.0,-0.2271,0.10451
-3.5,-0.2706,0.10308
-3.0,-0.3285,0.10232
-2.5,-0.3693,0.0998
-2.0,-0.3928,0.09604
-1.5,-0.3976,0.09157
-1.0,-0.3678,0.08649
-0.5,-0.3045,0.08107
0.0,-0.236,0.07638
0.5,-0.1633,0.07272
1.0,-0.0797,0.06983
1.5,-0.0062,0.06735
2.5,0.1999,0.0678
3.0,0.2382,0.07064
3.5,0.2733,0.07363
4.0,0.3066,0.07682
4.5,0.3386,0.08021
5.0,0.3693,0.08379
5.5,0.399,0.08758
6.0,0.4276,0.09157
6.5,0.4552,0.09577
7.0,0.4818,0.10019
7.5,0.5075,0.10481
8.0,0.5324,0.10964
8.5,0.5563,0.11467
9.0,0.5796,0.1199
9.5,0.602,0.12532
10.0,0.6238,0.13092
10.5,0.6448,0.1367
11.0,0.6654,0.14266
11.5,0.6854,0.14878
12.0,0.7049,0.15507
12.5,0.724,0.16153
13.0,0.7426,0.16815
13.5,0.7609,0.17493
14.0,0.7788,0.18187
14.5,0.7963,0.18898
15.0,0.8135,0.19624
