AoA,CL,CD
-5.0,-0.39,0.06762
-4.0,-0.3597,0.05592
-3.5,-0.3276,0.05005
-3.0,-0.2077,0.03021
-2.5,-0.1529,0.02577
-2.0,-0.1027,0.02313
-1.5,-0.0562,0.02171
-1.0,0.0079,0.01791
-0.5,0.1067,0.01882
0.0,0.1966,0.01983
0.5,0.2801,0.02063
1.0,0.3637,0.02106
1.5,0.4569,0.02107
2.0,0.5381,0.02056
2.5,0.6008,0.0202
3.0,0.6628,0.01981
3.5,0.7241,0.01936
4.0,0.7819,0.01918
4.5,0.8354,0.01931
5.0,0.886,0.01978
5.5,0.9345,0.02044
6.0,0.9814,0.02137
6.5,1.0263,0.02248
7.0,1.0699,0.02389
7.5,1.1113,0.02582
8.0,1.1508,0.02807
8.5,1.1882,0.03053
9.0,1.2211,0.03295
9.5,1.252,0.03628
10.0,1.2668,0.03799
10.5,1.2589,0.0403
11.0,1.2427,0.04607
11.5,1.2392,0.05208
12.0,1.2171,0.06303
12.5,1.1887,0.07191
13.0,1.1502,0.08324
