AoA,CL,CD
-4.0,-0.369,0.1051
-3.5,-0.3574,0.09729
-3.0,-0.286,0.09202
-2.5,-0.2498,0.08677
-2.0,-0.2109,0.08065
0.0,0.085,0.06089
0.5,0.1576,0.06045
1.0,0.1918,0.06017
1.5,0.2597,0.06187
2.0,0.3029,0.06045
2.5,0.3662,0.06375
3.0,0.3815,0.06551
3.5,0.4486,0.06982
4.0,0.4586,0.07145
4.5,0.5392,0.07696
5.0,0.529,0.07798
5.5,0.6278,0.08511
6.0,0.607,0.08478
7.0,0.7187,0.08575
7.5,0.8022,0.08666
8.0,0.792,0.09122
8.5,0.8229,0.09432
9.0,0.8832,0.09561
9.5,0.8862,0.10039
10.0,0.9827,0.09825
10.5,0.9645,0.10528
11.5,1.0531,0.1079
12.0,1.0418,0.11533
12.5,1.0341,0.12369
13.0,1.1338,0.11563
14.5,1.2215,0.11975
