AoA,CL,CD
-5.0,-0.376,0.0716
-4.5,-0.353,0.06252
-4.0,-0.3016,0.0514
-3.5,-0.2473,0.0446
-3.0,-0.2147,0.04157
-2.5,-0.2431,0.03959
-1.0,-0.0745,0.02895
-0.5,-0.0025,0.02909
0.0,0.0702,0.02997
0.5,0.1316,0.03123
1.0,0.1836,0.03278
1.5,0.2295,0.03458
2.0,0.2711,0.03668
2.5,0.3094,0.03908
3.0,0.345,0.04182
3.5,0.3782,0.0449
4.0,0.409,0.04835
4.5,0.4377,0.05219
5.0,0.4641,0.05644
5.5,0.4885,0.06117
6.0,0.5111,0.06638
6.5,0.5319,0.07206
7.0,0.5511,0.07822
7.5,0.5689,0.08489
8.0,0.5854,0.09202
8.5,0.6011,0.09961
9.0,0.6737,0.11443
9.5,0.7109,0.12386
10.0,0.7392,0.13311
10.5,0.7628,0.14346
11.0,0.8224,0.16342
11.5,0.8048,0.15859
12.0,0.8755,0.18808
12.5,0.8413,0.17505
13.0,0.915,0.20873
13.5,0.88,0.19264
14.0,0.9605,0.23423
14.5,0.9185,0.21111
15.0,0.9424,0.22097
