AoA,CL,CD
-4.5,-0.3295,0.07706
-4.0,-0.305,0.06957
-3.5,-0.2639,0.0621
-3.0,-0.2118,0.05491
-2.5,-0.1569,0.04743
-2.0,-0.0899,0.04104
-1.5,-0.0417,0.03544
