AoA,CL,CD
-5.0,-0.6493,0.02821
-4.5,-0.616,0.0274
-4.0,-0.5796,0.02709
-3.5,-0.5472,0.02661
-3.0,-0.516,0.02631
-2.5,-0.4835,0.02611
-2.0,-0.4464,0.02618
-1.5,-0.3968,0.02634
-1.0,-0.2966,0.02727
-0.5,-0.1343,0.02829
0.0,-0.0002,0.02845
0.5,0.1348,0.02831
1.0,0.2903,0.02739
1.5,0.3937,0.02642
2.0,0.4461,0.02616
2.5,0.4832,0.02615
3.0,0.5161,0.02622
3.5,0.547,0.02659
4.0,0.5793,0.02707
4.5,0.6158,0.02739
5.0,0.6502,0.02806
5.5,0.681,0.0294
6.0,0.7174,0.03057
6.5,0.7536,0.03198
7.0,0.7835,0.03423
7.5,0.8188,0.03611
8.0,0.8497,0.03881
8.5,0.8692,0.04248
9.0,0.8859,0.04687
9.5,0.8998,0.05157
10.0,0.8504,0.06076
10.5,0.8469,0.06768
12.5,0.5903,0.14977
13.5,0.5699,0.15857
14.0,0.6012,0.16933
14.5,0.6358,0.18076
15.0,0.6033,0.17925
