AoA,CL,CD
-5.0,-0.373,0.08049
-4.5,-0.3641,0.0724
-4.0,-0.3447,0.06516
-3.5,-0.3088,0.05702
-3.0,-0.264,0.04949
-2.5,-0.2213,0.044
-2.0,-0.1972,0.03819
-1.5,-0.0628,0.03039
-1.0,-0.0195,0.03075
-0.5,0.0217,0.03133
0.0,0.0614,0.03213
0.5,0.0996,0.03315
1.0,0.1362,0.03441
1.5,0.1716,0.03592
2.0,0.2049,0.03773
2.5,0.2362,0.03984
3.0,0.2658,0.04228
3.5,0.2937,0.04507
4.0,0.3199,0.04823
4.5,0.3446,0.05175
5.0,0.368,0.05564
5.5,0.3901,0.05991
6.0,0.4111,0.06453
6.5,0.431,0.06951
7.0,0.4503,0.0748
7.5,0.4693,0.08042
8.0,0.4877,0.08636
8.5,0.5058,0.09249
9.0,0.5237,0.0988
9.5,0.5412,0.10527
10.0,0.559,0.11177
10.5,0.5766,0.11843
11.0,0.5943,0.1252
11.5,0.6229,0.13391
12.0,0.6717,0.14769
12.5,0.7072,0.15671
13.0,0.7301,0.1633
13.5,0.7551,0.17281
14.0,0.7795,0.18159
14.5,0.8032,0.19153
15.0,0.8249,0.2035
