AoA,CL,CD
-5.0,-0.366,0.09911
-4.5,-0.3811,0.09532
-4.0,-0.3865,0.09063
-3.5,-0.3883,0.08616
-3.0,-0.2104,0.06778
-2.5,-0.2321,0.0653
-2.0,-0.2912,0.06446
-1.5,-0.3495,0.06295
-1.0,-0.3864,0.06051
-0.5,-0.0147,0.05293
0.0,0.0585,0.05008
0.5,0.117,0.04942
1.0,0.174,0.0489
1.5,0.2298,0.0491
2.0,0.2668,0.04857
2.5,0.3037,0.05153
3.0,0.3357,0.05458
3.5,0.3664,0.05777
4.0,0.3962,0.0612
4.5,0.4255,0.06483
5.0,0.4537,0.06871
5.5,0.4813,0.0728
6.0,0.5081,0.0771
6.5,0.5339,0.08165
7.0,0.5719,0.08708
7.5,0.6164,0.09333
8.0,0.6558,0.09897
8.5,0.6998,0.10562
9.0,0.7248,0.11071
9.5,0.7558,0.11682
10.0,0.7896,0.124
10.5,0.8487,0.13818
11.0,0.8792,0.14612
11.5,0.9019,0.15291
12.0,0.9163,0.15824
12.5,0.9655,0.16874
13.0,1.0759,0.14601
13.5,1.0442,0.15863
14.0,1.0597,0.16383
14.5,1.0474,0.17766
15.0,1.0451,0.19209
