AoA,CL,CD
-5.0,-0.4424,0.067
-4.5,-0.4217,0.05933
-4.0,-0.3883,0.05151
-3.5,-0.3445,0.04459
-3.0,-0.3033,0.039
-2.5,-0.2532,0.03395
-2.0,-0.2104,0.02829
-1.5,-0.0713,0.026
-1.0,-0.0346,0.02629
-0.5,0.0017,0.02672
0.0,0.0376,0.02729
0.5,0.073,0.028
1.0,0.1079,0.02887
1.5,0.142,0.0299
2.0,0.1752,0.03112
2.5,0.2072,0.03256
3.0,0.2378,0.03424
3.5,0.2667,0.03622
4.0,0.2939,0.03853
4.5,0.3193,0.04122
5.0,0.3427,0.04433
5.5,0.3642,0.04789
6.0,0.3839,0.05189
6.5,0.4015,0.05641
7.5,0.6452,0.07714
8.0,0.7127,0.08364
8.5,0.733,0.09054
9.0,0.7556,0.09831
9.5,0.7408,0.10762
10.0,0.7749,0.1183
10.5,0.7666,0.12836
11.0,0.6479,0.13379
11.5,0.7086,0.15649
12.0,0.6843,0.1505
12.5,0.7456,0.17787
13.0,0.7186,0.16773
13.5,0.7703,0.19355
14.0,0.7479,0.18385
14.5,0.8113,0.21772
15.0,0.7792,0.20056
