AoA,CL,CD
-5.0,-0.3549,0.11945
-4.0,-0.3997,0.11602
-3.5,-0.3845,0.10888
-3.0,-0.4309,0.11317
-2.5,-0.1787,0.0859
-2.0,-0.2071,0.08369
-1.5,-0.2838,0.08362
-1.0,-0.3753,0.08308
-0.5,-0.034,0.06094
0.0,0.0444,0.05877
0.5,0.1111,0.0586
1.0,0.1548,0.05811
1.5,0.1898,0.0579
2.0,0.2326,0.0615
2.5,0.2697,0.06521
3.0,0.304,0.06908
3.5,0.3366,0.07312
4.0,0.3675,0.07736
4.5,0.3975,0.08181
5.0,0.4537,0.08811
5.5,0.5031,0.09448
6.0,0.5465,0.10053
6.5,0.5934,0.10719
7.0,0.6165,0.11109
7.5,0.6532,0.1185
8.0,0.7101,0.12796
8.5,0.7122,0.1282
9.0,0.7634,0.14063
9.5,0.7671,0.14006
10.0,0.7898,0.14626
10.5,0.833,0.15479
11.0,0.8459,0.16138
11.5,0.8771,0.16678
12.0,0.8812,0.17006
12.5,0.9141,0.17769
13.0,0.9456,0.19273
13.5,0.9525,0.18973
14.0,0.9859,0.20694
14.5,0.9744,0.20082
15.0,1.0437,0.23239
