AoA,CL,CD
-4.5,-0.3265,0.10896
-4.0,-0.3384,0.10678
-3.5,-0.4022,0.1146
-3.0,-0.3426,0.10036
-2.5,-0.4154,0.1145
-2.0,-0.2716,0.09006
-1.5,-0.2635,0.08695
-1.0,-0.3229,0.0893
-0.5,-0.4191,0.08206
0.0,-0.2068,0.06521
0.5,-0.1507,0.06224
1.0,-0.1005,0.05879
1.5,-0.0785,0.05975
2.0,-0.039,0.05937
2.5,-0.0038,0.06003
3.0,0.0231,0.06104
3.5,0.0686,0.05997
4.0,0.1534,0.06513
4.5,0.2096,0.07021
5.0,0.2607,0.07657
5.5,0.3139,0.0905
6.0,0.3311,0.08367
6.5,0.379,0.08795
7.0,0.434,0.1036
7.5,0.4375,0.09916
8.0,0.484,0.10191
8.5,0.5816,0.13867
9.0,0.5895,0.13608
9.5,0.5834,0.118
10.0,0.6995,0.15875
10.5,0.6991,0.16225
11.0,0.6922,0.15842
11.5,0.6765,0.14281
12.0,0.7054,0.14848
12.5,0.7429,0.15758
13.5,0.8152,0.19618
14.0,0.7881,0.1702
14.5,0.8946,0.22392
15.0,0.8743,0.215
