AoA,CL,CD
-4.5,-0.4651,0.07001
-4.0,-0.4503,0.06158
-3.5,-0.4222,0.05435
-3.0,-0.3873,0.04843
-2.5,-0.3478,0.04374
-2.0,-0.3053,0.04034
-1.5,-0.2606,0.03794
-1.0,-0.2154,0.03598
-0.5,-0.1734,0.03194
0.0,-0.0824,0.03201
0.5,-0.0507,0.03334
1.0,-0.02,0.03489
1.5,0.0096,0.03667
2.0,0.0379,0.03872
2.5,0.0646,0.04107
3.0,0.1305,0.04572
3.5,0.2308,0.05155
4.0,0.2932,0.05566
4.5,0.3288,0.05905
5.0,0.368,0.06311
5.5,0.3933,0.06719
6.0,0.4064,0.0717
