AoA,CL,CD
-5.0,-0.2076,0.08857
-4.5,-0.2001,0.08529
-4.0,-0.1351,0.08971
-3.5,-0.1674,0.04489
-3.0,-0.1286,0.04033
-2.5,-0.0728,0.03527
-2.0,-0.0077,0.03375
-1.5,0.0722,0.03438
-1.0,0.1648,0.03456
-0.5,0.1864,0.03498
0.0,0.2031,0.03502
0.5,0.2587,0.03429
1.0,0.3362,0.0335
1.5,0.4484,0.03067
2.0,0.4889,0.03107
2.5,0.487,0.03193
3.0,0.56,0.03145
3.5,0.6463,0.03055
4.0,0.7425,0.0295
4.5,0.7675,0.03357
5.0,0.7207,0.03974
5.5,0.6867,0.04652
6.0,0.6758,0.05163
6.5,0.6921,0.05446
7.0,0.8394,0.04625
7.5,1.057,0.0356
8.0,1.0059,0.04061
8.5,0.9798,0.04515
9.0,1.1165,0.03774
10.0,1.1763,0.0404
10.5,1.1796,0.04313
11.0,1.1915,0.03948
11.5,1.19,0.04335
12.0,1.1659,0.04969
12.5,1.1437,0.05657
13.0,1.1258,0.06396
14.0,1.1128,0.07819
14.5,1.1032,0.08652
15.0,1.0929,0.09512
