AoA,CL,CD
-5.0,-0.306,0.08184
-4.0,-0.3536,0.05995
-3.5,-0.3059,0.05213
-3.0,-0.2634,0.04819
-2.5,-0.2239,0.0472
-2.0,-0.1701,0.04041
-1.5,-0.1178,0.03782
-1.0,-0.0708,0.03639
1.0,0.0821,0.04045
1.5,0.1159,0.04298
2.0,0.1481,0.04578
2.5,0.1781,0.04889
3.0,0.2069,0.05223
3.5,0.2358,0.05565
4.0,0.2648,0.05913
4.5,0.293,0.06281
5.0,0.3204,0.06667
5.5,0.3465,0.07076
6.0,0.3712,0.07513
6.5,0.3991,0.07956
7.5,0.5159,0.09378
8.0,0.5954,0.10991
8.5,0.5806,0.10516
9.0,0.7089,0.14252
9.5,0.6803,0.13451
10.0,0.818,0.14472
10.5,0.833,0.13016
11.0,0.797,0.13588
11.5,0.8367,0.13534
12.0,0.9361,0.12488
12.5,0.8981,0.14139
13.0,0.879,0.15475
13.5,0.8723,0.16716
14.0,0.8917,0.18146
14.5,0.8641,0.22857
15.0,0.8463,0.21851
