AoA,CL,CD
-5.0,-0.0946,0.09481
-4.5,-0.1988,0.10157
-4.0,-0.3326,0.11187
-3.5,-0.3787,0.10735
-3.0,-0.3759,0.09906
-2.5,-0.3714,0.09268
-2.0,-0.3453,0.08458
-1.5,-0.2884,0.07643
-1.0,-0.2447,0.0712
-0.5,-0.1715,0.06622
0.0,-0.165,0.06165
0.5,-0.1168,0.0501
1.0,-0.0,0.05272
1.5,0.0822,0.0562
2.0,0.1522,0.05997
2.5,0.2129,0.06394
3.0,0.2663,0.06808
3.5,0.3139,0.07238
4.0,0.3571,0.07684
4.5,0.3966,0.08149
5.0,0.4332,0.08634
5.5,0.4675,0.09139
6.0,0.4995,0.09664
6.5,0.5298,0.1021
7.0,0.5588,0.10779
7.5,0.5865,0.11368
8.0,0.6131,0.11975
8.5,0.6387,0.12601
9.0,0.6633,0.13247
9.5,0.687,0.13912
10.0,0.7099,0.14598
10.5,0.7319,0.15307
11.0,0.7587,0.1614
11.5,0.8003,0.17139
12.0,0.8265,0.17636
12.5,0.858,0.18473
13.0,0.8854,0.19476
13.5,0.9271,0.21373
14.0,0.9341,0.21085
14.5,0.9652,0.22792
15.0,0.978,0.22919
