AoA,CL,CD
-5.0,-0.321,0.08314
-4.5,-0.3299,0.07765
-4.0,-0.3481,0.07306
-3.5,-0.3604,0.06824
-3.0,-0.3615,0.06264
-2.5,-0.3411,0.05625
-2.0,-0.1486,0.04004
-1.5,-0.1035,0.03988
-1.0,-0.0657,0.04049
-0.5,-0.0294,0.04134
0.0,0.0062,0.04238
0.5,0.0413,0.0436
1.0,0.0759,0.04498
1.5,0.1097,0.04655
2.0,0.1434,0.04828
2.5,0.1763,0.05019
3.0,0.2085,0.05229
3.5,0.2401,0.05458
4.0,0.2709,0.05708
4.5,0.3008,0.05978
5.0,0.3297,0.06271
5.5,0.3578,0.06586
6.0,0.3845,0.0693
6.5,0.41,0.07298
7.0,0.4343,0.07698
7.5,0.4572,0.08129
8.0,0.4786,0.08598
8.5,0.4988,0.09098
9.0,0.5176,0.0963
9.5,0.5353,0.10193
10.0,0.5519,0.10784
10.5,0.5678,0.11398
11.0,0.5831,0.12036
11.5,0.5982,0.12697
12.0,0.6132,0.13379
12.5,0.6281,0.14085
13.0,0.6431,0.14796
13.5,0.6583,0.15534
14.0,0.6734,0.1631
14.5,0.6886,0.17129
15.0,0.7167,0.18399
