AoA,CL,CD
-5.0,-0.4588,0.12099
-4.0,-0.4697,0.11052
-3.0,-0.4506,0.0994
-2.5,-0.4293,0.09394
-2.0,-0.4099,0.08884
-1.5,-0.3927,0.08414
-0.5,-0.3647,0.0766
0.0,-0.162,0.06946
0.5,0.0031,0.06206
1.5,0.131,0.06238
2.0,0.2159,0.06784
3.0,0.3022,0.06735
3.5,0.3682,0.07475
4.0,0.4017,0.07615
4.5,0.4278,0.07848
5.0,0.4986,0.0877
5.5,0.5114,0.08736
6.0,0.5298,0.09035
6.5,0.5956,0.09814
7.0,0.596,0.0991
7.5,0.6685,0.1099
8.0,0.6596,0.10882
8.5,0.6772,0.11366
9.0,0.7288,0.12033
9.5,0.7256,0.12337
10.0,0.7936,0.13408
10.5,0.7807,0.13448
11.0,0.7941,0.13985
11.5,0.8698,0.15171
12.0,0.8416,0.15139
12.5,0.8565,0.15723
13.0,0.926,0.16982
13.5,0.906,0.16974
14.0,0.9124,0.17572
14.5,0.9728,0.18899
15.0,1.0303,0.18096
