AoA,CL,CD
-5.0,-0.3566,0.10569
-4.5,-0.3517,0.09954
-4.0,-0.3398,0.09426
-3.5,-0.3161,0.08871
-3.0,-0.2165,0.08563
-2.5,-0.1835,0.07406
-2.0,-0.1562,0.0679
-1.0,0.0196,0.05537
