AoA,CL,CD
-5.0,-0.0387,0.07152
-4.5,-0.0457,0.07086
-4.0,-0.0521,0.07025
-3.5,-0.0588,0.06974
-3.0,-0.0644,0.06918
-2.5,-0.0701,0.06869
-2.0,-0.0748,0.06821
-1.5,-0.0795,0.06771
-1.0,-0.0844,0.0672
-0.5,-0.0889,0.06667
0.0,-0.0937,0.0661
0.5,-0.0987,0.06546
1.0,-0.1029,0.06479
1.5,-0.1069,0.06406
2.0,-0.1093,0.06337
2.5,-0.1043,0.06306
3.0,-0.0875,0.06346
3.5,-0.0624,0.06461
4.0,-0.0321,0.06631
4.5,0.0009,0.06851
5.0,0.0347,0.07105
5.5,0.069,0.07393
6.0,0.1023,0.07711
6.5,0.1352,0.08055
7.0,0.1668,0.08429
7.5,0.1975,0.08827
8.0,0.2269,0.09248
8.5,0.255,0.09697
9.0,0.2821,0.10171
9.5,0.3079,0.10668
10.0,0.3325,0.11191
10.5,0.3566,0.1174
11.0,0.3794,0.12317
11.5,0.4014,0.12914
12.0,0.4228,0.13536
12.5,0.4437,0.14179
13.0,0.4639,0.14856
13.5,0.4836,0.15551
14.0,0.5033,0.16272
14.5,0.5224,0.17018
15.0,0.5531,0.18109
