AoA,CL,CD
-5.0,-0.4443,0.12352
-4.5,-0.4396,0.1135
-4.0,-0.4365,0.10889
-3.5,-0.4204,0.10406
-3.0,-0.4171,0.09805
-2.5,-0.3888,0.09263
-2.0,-0.36,0.08786
-1.5,-0.3393,0.08299
-1.0,-0.31,0.07978
1.0,0.0727,0.06041
1.5,0.146,0.06051
2.0,0.2057,0.06231
2.5,0.2895,0.06632
3.0,0.3405,0.06443
3.5,0.3823,0.06788
4.0,0.4465,0.07505
4.5,0.4951,0.07874
5.0,0.5097,0.07999
5.5,0.5401,0.08398
6.0,0.6216,0.09339
6.5,0.6184,0.09312
7.0,0.6387,0.09729
7.5,0.7247,0.10791
8.0,0.7174,0.10774
8.5,0.7227,0.11223
9.0,0.7903,0.12136
9.5,0.8373,0.12708
10.0,0.7963,0.12848
10.5,0.887,0.12876
11.0,0.9148,0.13282
11.5,0.9218,0.14267
12.0,0.8863,0.1518
12.5,1.0241,0.14412
13.0,0.9764,0.15548
13.5,1.0016,0.16051
14.0,1.0022,0.17203
14.5,1.0284,0.17368
15.0,1.038,0.18372
