AoA,CL,CD
-5.0,-0.3371,0.08508
-4.5,-0.356,0.08072
-4.0,-0.3418,0.07268
-3.5,-0.3139,0.06438
-3.0,-0.2822,0.05807
-2.5,-0.2382,0.05161
-2.0,-0.1725,0.04473
-1.5,-0.1459,0.03999
-0.5,0.0261,0.03401
0.0,0.0674,0.03513
0.5,0.1066,0.0365
1.0,0.1439,0.03813
1.5,0.1788,0.04005
2.0,0.2118,0.04226
2.5,0.2432,0.04479
3.0,0.273,0.04763
3.5,0.3014,0.05076
4.0,0.3284,0.05422
4.5,0.3544,0.05797
5.0,0.3791,0.06205
5.5,0.4028,0.06642
6.0,0.4254,0.07108
6.5,0.4474,0.07604
7.0,0.4688,0.0813
7.5,0.4896,0.08683
8.0,0.5099,0.09255
8.5,0.5298,0.09843
9.0,0.5493,0.10449
9.5,0.5687,0.11063
10.0,0.5879,0.11691
10.5,0.6067,0.12333
11.0,0.6254,0.12988
11.5,0.6439,0.1366
12.0,0.7006,0.15027
12.5,0.7255,0.15629
13.0,0.7769,0.17548
13.5,0.791,0.17868
14.0,0.8262,0.19444
14.5,0.8555,0.20797
15.0,0.8814,0.22044
