AoA,CL,CD
-5.0,-0.2914,0.08536
-4.5,-0.2946,0.08011
-4.0,-0.3358,0.07831
-3.5,-0.3278,0.07221
-3.0,-0.3214,0.06714
-2.5,-0.2857,0.06179
-2.0,-0.2318,0.05598
-1.5,-0.1812,0.0511
-1.0,-0.1187,0.04706
-0.5,-0.0694,0.04306
0.0,0.0487,0.04216
0.5,0.0923,0.04372
1.0,0.126,0.04535
1.5,0.1572,0.04721
2.0,0.1874,0.0493
2.5,0.2164,0.05163
3.0,0.2444,0.05422
3.5,0.2715,0.05706
4.0,0.2978,0.06016
4.5,0.3229,0.06353
5.0,0.3473,0.06713
5.5,0.371,0.07099
6.0,0.3941,0.0751
6.5,0.4165,0.07944
7.0,0.4384,0.08399
7.5,0.4596,0.08875
8.0,0.4804,0.09368
8.5,0.5006,0.09884
9.0,0.5204,0.10414
9.5,0.54,0.10961
10.0,0.5592,0.11522
10.5,0.578,0.12097
11.0,0.5966,0.12688
11.5,0.6147,0.13295
12.0,0.6327,0.13923
12.5,0.6502,0.14566
13.0,0.6673,0.15227
13.5,0.6842,0.15912
14.0,0.7007,0.16624
14.5,0.7169,0.17345
15.0,0.733,0.18096
