AoA,CL,CD
-5.0,-0.2158,0.07607
-4.5,-0.2507,0.07558
-4.0,-0.2867,0.07485
-3.5,-0.2921,0.07094
-3.0,-0.2957,0.0672
-2.5,-0.2789,0.0623
-2.0,-0.2374,0.05623
-1.5,-0.1924,0.04961
-1.0,-0.1421,0.0419
-0.5,0.1132,0.03622
0.0,0.2114,0.03734
0.5,0.2678,0.03852
1.0,0.3149,0.03987
1.5,0.3573,0.04143
2.0,0.3964,0.04325
2.5,0.4327,0.04536
3.0,0.4666,0.04777
3.5,0.4981,0.05054
4.0,0.5275,0.05366
4.5,0.5549,0.05716
5.0,0.5802,0.06107
5.5,0.6036,0.06539
6.0,0.6252,0.0701
6.5,0.6455,0.07519
7.0,0.6647,0.08068
7.5,0.6828,0.08652
8.0,0.7,0.0927
8.5,0.7162,0.09924
9.0,0.7316,0.10608
9.5,0.746,0.11327
10.0,0.7595,0.12086
10.5,0.7723,0.12887
11.0,0.7844,0.13726
11.5,0.796,0.14605
12.0,0.8078,0.15512
12.5,0.8203,0.16451
13.0,0.8336,0.17387
13.5,0.8476,0.18327
14.0,0.8624,0.19261
14.5,0.8983,0.20628
15.0,0.9315,0.21765
