AoA,CL,CD
-5.0,-0.3443,0.04396
-4.5,-0.2827,0.03674
-4.0,-0.2194,0.03111
-3.5,-0.1634,0.0268
-3.0,-0.1091,0.02417
-2.5,-0.0775,0.02401
-2.0,-0.084,0.02546
-1.5,-0.0491,0.02494
-1.0,-0.0104,0.02446
-0.5,0.027,0.02412
0.0,0.0625,0.02381
0.5,0.1269,0.02459
1.0,0.2419,0.02715
1.5,0.3428,0.02949
2.0,0.4292,0.03157
2.5,0.5069,0.03347
3.0,0.5911,0.03516
3.5,0.6842,0.03593
4.0,0.7324,0.03722
4.5,0.8002,0.03789
5.0,0.9208,0.03423
5.5,1.0098,0.03052
6.0,1.0669,0.02904
6.5,1.1143,0.0286
7.0,1.1558,0.03015
7.5,1.1996,0.03325
8.0,1.241,0.03739
8.5,1.2822,0.04238
9.0,1.3155,0.04797
9.5,1.3457,0.0551
10.0,1.3454,0.06142
10.5,1.3454,0.07148
11.0,1.2977,0.08123
11.5,1.2429,0.09306
12.0,1.0909,0.12534
12.5,0.9495,0.1701
13.0,0.9619,0.18067
13.5,1.0073,0.19601
14.0,0.9712,0.19377
14.5,1.002,0.2091
15.0,1.028,0.22205
