AoA,CL,CD
-5.0,0.021,0.08794
-3.5,-0.3688,0.10861
-3.0,-0.344,0.09374
-2.5,-0.3722,0.08954
-2.0,-0.3813,0.08583
-1.5,-0.3953,0.08222
-1.0,-0.3951,0.07759
-0.5,-0.3887,0.07049
0.0,-0.3782,0.0665
0.5,-0.3552,0.06213
1.0,-0.3384,0.05787
1.5,-0.2929,0.05409
2.0,-0.1435,0.05094
2.5,-0.056,0.05188
3.0,0.0041,0.05475
3.5,0.0452,0.05754
4.0,0.081,0.06037
4.5,0.1146,0.06325
5.0,0.147,0.06623
5.5,0.1786,0.0693
6.0,0.2093,0.07249
6.5,0.2388,0.07589
7.0,0.2666,0.07959
7.5,0.2919,0.08374
8.0,0.3141,0.08841
8.5,0.3348,0.09343
9.0,0.3553,0.09858
9.5,0.3759,0.10377
10.0,0.3965,0.10901
10.5,0.4171,0.1143
11.0,0.4435,0.11958
11.5,0.4948,0.13321
12.0,0.5208,0.13814
12.5,0.5652,0.15207
13.0,0.5862,0.16088
13.5,0.6076,0.15749
14.0,0.6631,0.18202
14.5,0.6872,0.20275
15.0,0.6846,0.17962
