AoA,CL,CD
-5.0,-0.0142,0.09608
-4.5,-0.0797,0.09765
-4.0,-0.135,0.09813
-3.5,-0.1933,0.09871
-3.0,-0.2355,0.09723
-2.5,-0.2901,0.09626
-2.0,-0.3478,0.09488
-1.5,-0.3698,0.09125
-1.0,-0.3723,0.08705
-0.5,-0.3366,0.08252
0.0,-0.2567,0.07791
0.5,-0.1717,0.07363
1.0,-0.0922,0.07049
1.5,-0.0184,0.06809
2.0,0.055,0.06591
2.5,0.1828,0.06492
3.0,0.2646,0.06894
3.5,0.3008,0.072
4.0,0.3339,0.07524
4.5,0.3653,0.0787
5.0,0.3952,0.08238
5.5,0.4238,0.08628
6.0,0.4513,0.09041
6.5,0.4777,0.09477
7.0,0.5031,0.09936
7.5,0.5275,0.10417
8.0,0.551,0.10921
8.5,0.5737,0.11447
9.0,0.5956,0.11993
9.5,0.6169,0.12558
10.0,0.6375,0.13141
10.5,0.6576,0.13742
11.0,0.6772,0.14358
11.5,0.6964,0.14989
12.0,0.7152,0.15633
12.5,0.7337,0.16291
13.0,0.752,0.1696
13.5,0.77,0.17642
14.0,0.7878,0.18335
14.5,0.8053,0.1904
15.0,0.8227,0.19756
