AoA,CL,CD
-5.0,-0.3208,0.0817
-4.5,-0.3268,0.07618
-4.0,-0.3365,0.07085
-3.5,-0.3367,0.06504
-3.0,-0.3285,0.05903
-2.5,-0.2882,0.05142
-2.0,-0.1069,0.0366
-1.5,-0.0627,0.03648
-1.0,-0.0212,0.03673
-0.5,0.0191,0.03721
0.0,0.0582,0.03791
0.5,0.0962,0.03882
1.0,0.133,0.03996
1.5,0.1686,0.04133
2.0,0.2024,0.04298
2.5,0.2345,0.04491
3.0,0.2648,0.04714
3.5,0.2934,0.0497
4.0,0.3204,0.05262
4.5,0.3459,0.05589
5.0,0.3698,0.05952
5.5,0.3923,0.06354
6.0,0.4136,0.0679
6.5,0.4337,0.07262
7.0,0.4529,0.07766
7.5,0.4716,0.08301
8.0,0.4895,0.08867
8.5,0.5071,0.09453
9.0,0.5245,0.10057
9.5,0.5416,0.10678
10.0,0.5588,0.11306
10.5,0.5758,0.11951
11.0,0.5929,0.12609
11.5,0.61,0.13282
12.0,0.6272,0.13969
12.5,0.6444,0.14668
13.0,0.6614,0.15378
13.5,0.6786,0.16116
14.0,0.6955,0.16888
14.5,0.7124,0.17698
15.0,0.729,0.18544
