AoA,CL,CD
-5.0,-0.1974,0.08182
-4.5,-0.2088,0.07729
-4.0,-0.2268,0.07323
-3.5,-0.2503,0.06941
-3.0,-0.2739,0.06558
-2.0,-0.0778,0.04934
-1.5,-0.1216,0.04607
-1.0,-0.0719,0.04489
-0.5,-0.0267,0.04598
0.0,0.0115,0.04738
0.5,0.047,0.04902
1.0,0.0809,0.05088
1.5,0.1137,0.05298
2.0,0.1455,0.05528
2.5,0.1764,0.05779
3.0,0.2066,0.06052
3.5,0.2359,0.06347
4.0,0.2641,0.06665
4.5,0.291,0.0701
5.0,0.3174,0.07373
5.5,0.3433,0.07756
6.0,0.3685,0.08158
6.5,0.3929,0.08581
7.0,0.4162,0.09026
7.5,0.4386,0.09496
8.0,0.46,0.09992
8.5,0.4805,0.10511
9.0,0.5002,0.11054
9.5,0.5191,0.11619
10.0,0.5372,0.12206
10.5,0.5546,0.12818
11.0,0.5713,0.13456
11.5,0.5872,0.14123
12.0,0.6027,0.14819
12.5,0.6178,0.15546
13.0,0.6326,0.16307
13.5,0.6472,0.17094
14.0,0.6619,0.17908
14.5,0.6794,0.18581
15.0,0.7559,0.21987
